Issue key,Issue id,Issue Type,Summary,Epic Link,Parent,Fix versions,Story Points,Logged Hours,Status,Resolution,Target start,Target end,Outward issue link (Blocks),Inward issue link (Blocks)
PLAT-700910,400910,Task,Implementation task for Scale Rows - Platform Services - Artifact retention wave 07,PLAT-4006,,Platform Q1,3,0,In Progress,,,,,
PLAT-700911,400911,Bug,Validation bug for Scale Rows - Platform Services - Artifact retention wave 07,PLAT-4006,,Platform Q1,5,1.5,Done,Done,,,,
PLAT-700912,400912,Story,Documentation story for Scale Rows - Platform Services - Artifact retention wave 07,PLAT-4006,,Platform Q1,8,3,In Progress,,,,,
PLAT-700913,400913,Task,Release readiness task for Scale Rows - Platform Services - Artifact retention wave 07,PLAT-4006,,Platform Q1,1,4.5,To Do,,,,,
CORE-700914,400914,Bug,Discovery bug for Scale Rows - Core Product - Session management wave 20,CORE-1019,,Portfolio 2026,3,5h 30m,In Progress,,,,,
CORE-700915,400915,Story,Implementation story for Scale Rows - Core Product - Session management wave 20,CORE-1019,,Portfolio 2026,5,0.5,Done,Done,,,,
CORE-700916,400916,Task,Validation task for Scale Rows - Core Product - Session management wave 20,CORE-1019,,Portfolio 2026,8,2,In Progress,,,,,
CORE-700917,400917,Bug,Documentation bug for Scale Rows - Core Product - Session management wave 20,CORE-1019,,Portfolio 2026,1,3.5,To Do,,,,,
CORE-700918,400918,Story,Release readiness story for Scale Rows - Core Product - Session management wave 20,CORE-1019,,Portfolio 2026,2,5,Done,Done,,,,
CORE-700919,400919,Task,Stakeholder review task for Scale Rows - Core Product - Session management wave 20,CORE-1019,,Portfolio 2026,3,0,To Do,,,,,
CORE-700920,400920,Bug,Discovery bug for Scale Rows - Core Product - Fraud signal ingestion wave 48,CORE-1047,,Portfolio 2026,5,2h,In Progress,,,,,
CORE-700921,400921,Story,Implementation story for Scale Rows - Core Product - Fraud signal ingestion wave 48,CORE-1047,,Portfolio 2026,8,3.5,Done,Done,,,,
CORE-700922,400922,Task,Validation task for Scale Rows - Core Product - Fraud signal ingestion wave 48,CORE-1047,,Portfolio 2026,1,5,In Progress,,,,,
CORE-700923,400923,Bug,Documentation bug for Scale Rows - Core Product - Fraud signal ingestion wave 48,CORE-1047,,Portfolio 2026,2,0,To Do,,,,,
CORE-700924,400924,Story,Release readiness story for Scale Rows - Core Product - Fraud signal ingestion wave 48,CORE-1047,,Portfolio 2026,3,1.5,Done,Done,,,,
CORE-700925,400925,Task,Stakeholder review task for Scale Rows - Core Product - Fraud signal ingestion wave 48,CORE-1047,,Portfolio 2026,5,3,To Do,,,,,
PLAT-700926,400926,Bug,Discovery bug for Scale Rows - Platform Services - Build runner rotation wave 26,PLAT-4025,,Platform Q2,5,2h,In Progress,,,,,
PLAT-700927,400927,Story,Implementation story for Scale Rows - Platform Services - Build runner rotation wave 26,PLAT-4025,,Platform Q2,8,3.5,Done,Done,,,,
PLAT-700928,400928,Task,Validation task for Scale Rows - Platform Services - Build runner rotation wave 26,PLAT-4025,,Platform Q2,1,5,In Progress,,,,,
PLAT-700929,400929,Bug,Documentation bug for Scale Rows - Platform Services - Build runner rotation wave 26,PLAT-4025,,Platform Q2,2,0,To Do,,,,,
PLAT-700930,400930,Story,Release readiness story for Scale Rows - Platform Services - Build runner rotation wave 26,PLAT-4025,,Platform Q2,3,1.5,Done,Done,,,,
PLAT-700931,400931,Task,Stakeholder review task for Scale Rows - Platform Services - Build runner rotation wave 26,PLAT-4025,,Platform Q2,5,3,To Do,,,,,
CORE-700932,400932,Bug,Discovery bug for Scale Rows - Core Product - Consent preference updates wave 39,CORE-1038,,Portfolio 2026,8,2h 30m,Done,Done,,,,
CORE-700933,400933,Story,Implementation story for Scale Rows - Core Product - Consent preference updates wave 39,CORE-1038,,Portfolio 2026,1,4,In Progress,,,,,
CORE-700934,400934,Task,Validation task for Scale Rows - Core Product - Consent preference updates wave 39,CORE-1038,,Portfolio 2026,2,5.5,To Do,,,,,
CORE-700935,400935,Bug,Documentation bug for Scale Rows - Core Product - Consent preference updates wave 39,CORE-1038,,Portfolio 2026,3,0.5,Done,Done,,,,
CORE-700936,400936,Story,Release readiness story for Scale Rows - Core Product - Consent preference updates wave 39,CORE-1038,,Portfolio 2026,5,2,To Do,,,,,
PLAT-700937,400937,Task,Discovery task for Scale Rows - Platform Services - Kubernetes platform upgrade wave 17,PLAT-4016,,Platform Q2,8,2h 30m,Done,Done,,,,
PLAT-700938,400938,Bug,Implementation bug for Scale Rows - Platform Services - Kubernetes platform upgrade wave 17,PLAT-4016,,Platform Q2,1,4,In Progress,,,,,
PLAT-700939,400939,Story,Validation story for Scale Rows - Platform Services - Kubernetes platform upgrade wave 17,PLAT-4016,,Platform Q2,2,5.5,To Do,,,,,
PLAT-700940,400940,Task,Documentation task for Scale Rows - Platform Services - Kubernetes platform upgrade wave 17,PLAT-4016,,Platform Q2,3,0.5,Done,Done,,,,
PLAT-700941,400941,Bug,Release readiness bug for Scale Rows - Platform Services - Kubernetes platform upgrade wave 17,PLAT-4016,,Platform Q2,5,2,To Do,,,,,
CORE-700942,400942,Story,Discovery story for Scale Rows - Core Product - API gateway refresh wave 30,CORE-1029,,Portfolio 2026,1,3h,In Progress,,,,,
CORE-700943,400943,Task,Implementation task for Scale Rows - Core Product - API gateway refresh wave 30,CORE-1029,,Portfolio 2026,2,4.5,To Do,,,,,
CORE-700944,400944,Bug,Validation bug for Scale Rows - Core Product - API gateway refresh wave 30,CORE-1029,,Portfolio 2026,3,6,Done,Done,,,,
CORE-700945,400945,Story,Documentation story for Scale Rows - Core Product - API gateway refresh wave 30,CORE-1029,,Portfolio 2026,5,1,To Do,,,,,
CORE-700946,400946,Task,Release readiness task for Scale Rows - Core Product - API gateway refresh wave 30,CORE-1029,,Portfolio 2026,8,2.5,In Progress,,,,,
CORE-700947,400947,Bug,Stakeholder review bug for Scale Rows - Core Product - API gateway refresh wave 30,CORE-1029,,Portfolio 2026,1,4,Done,Done,,,,
PLAT-700948,400948,Story,Discovery story for Scale Rows - Platform Services - Deployment guardrails wave 08,PLAT-4007,,Platform Q2,1,3h,In Progress,,,,,
PLAT-700949,400949,Task,Implementation task for Scale Rows - Platform Services - Deployment guardrails wave 08,PLAT-4007,,Platform Q2,2,4.5,To Do,,,,,
PLAT-700950,400950,Bug,Validation bug for Scale Rows - Platform Services - Deployment guardrails wave 08,PLAT-4007,,Platform Q2,3,6,Done,Done,,,,
PLAT-700951,400951,Story,Documentation story for Scale Rows - Platform Services - Deployment guardrails wave 08,PLAT-4007,,Platform Q2,5,1,To Do,,,,,
PLAT-700952,400952,Task,Release readiness task for Scale Rows - Platform Services - Deployment guardrails wave 08,PLAT-4007,,Platform Q2,8,2.5,In Progress,,,,,
PLAT-700953,400953,Bug,Stakeholder review bug for Scale Rows - Platform Services - Deployment guardrails wave 08,PLAT-4007,,Platform Q2,1,4,Done,Done,,,,
PLAT-700954,400954,Story,Discovery story for Scale Rows - Platform Services - Secrets management wave 27,PLAT-4026,,Shared Services 2026,3,0h,To Do,,,,,
PLAT-700955,400955,Task,Implementation task for Scale Rows - Platform Services - Secrets management wave 27,PLAT-4026,,Shared Services 2026,5,1.5,Done,Done,,,,
PLAT-700956,400956,Bug,Validation bug for Scale Rows - Platform Services - Secrets management wave 27,PLAT-4026,,Shared Services 2026,8,3,To Do,,,,,
PLAT-700957,400957,Story,Documentation story for Scale Rows - Platform Services - Secrets management wave 27,PLAT-4026,,Shared Services 2026,1,4.5,In Progress,,,,,
PLAT-700958,400958,Task,Release readiness task for Scale Rows - Platform Services - Secrets management wave 27,PLAT-4026,,Shared Services 2026,2,6,Done,Done,,,,
CORE-700959,400959,Bug,Discovery bug for Scale Rows - Core Product - Fraud signal ingestion wave 40,CORE-1039,,Portfolio 2026,5,0h 30m,Done,Done,,,,
CORE-700960,400960,Story,Implementation story for Scale Rows - Core Product - Fraud signal ingestion wave 40,CORE-1039,,Portfolio 2026,8,2,To Do,,,,,
CORE-700961,400961,Task,Validation task for Scale Rows - Core Product - Fraud signal ingestion wave 40,CORE-1039,,Portfolio 2026,1,3.5,In Progress,,,,,
CORE-700962,400962,Bug,Documentation bug for Scale Rows - Core Product - Fraud signal ingestion wave 40,CORE-1039,,Portfolio 2026,2,5,Done,Done,,,,
CORE-700963,400963,Story,Release readiness story for Scale Rows - Core Product - Fraud signal ingestion wave 40,CORE-1039,,Portfolio 2026,3,0,In Progress,,,,,
CORE-700964,400964,Task,Stakeholder review task for Scale Rows - Core Product - Fraud signal ingestion wave 40,CORE-1039,,Portfolio 2026,5,1.5,To Do,,,,,
PLAT-700965,400965,Bug,Discovery bug for Scale Rows - Platform Services - Build runner rotation wave 18,PLAT-4017,,Shared Services 2026,5,0h 30m,Done,Done,,,,
PLAT-700966,400966,Story,Implementation story for Scale Rows - Platform Services - Build runner rotation wave 18,PLAT-4017,,Shared Services 2026,8,2,To Do,,,,,
PLAT-700967,400967,Task,Validation task for Scale Rows - Platform Services - Build runner rotation wave 18,PLAT-4017,,Shared Services 2026,1,3.5,In Progress,,,,,
PLAT-700968,400968,Bug,Documentation bug for Scale Rows - Platform Services - Build runner rotation wave 18,PLAT-4017,,Shared Services 2026,2,5,Done,Done,,,,
PLAT-700969,400969,Story,Release readiness story for Scale Rows - Platform Services - Build runner rotation wave 18,PLAT-4017,,Shared Services 2026,3,0,In Progress,,,,,
PLAT-700970,400970,Task,Stakeholder review task for Scale Rows - Platform Services - Build runner rotation wave 18,PLAT-4017,,Shared Services 2026,5,1.5,To Do,,,,,
PLAT-700971,400971,Bug,Discovery bug for Scale Rows - Platform Services - Kubernetes platform upgrade wave 09,PLAT-4008,,Shared Services 2026,8,1h,To Do,,,,,
PLAT-700972,400972,Story,Implementation story for Scale Rows - Platform Services - Kubernetes platform upgrade wave 09,PLAT-4008,,Shared Services 2026,1,2.5,In Progress,,,,,
PLAT-700973,400973,Task,Validation task for Scale Rows - Platform Services - Kubernetes platform upgrade wave 09,PLAT-4008,,Shared Services 2026,2,4,Done,Done,,,,
PLAT-700974,400974,Bug,Documentation bug for Scale Rows - Platform Services - Kubernetes platform upgrade wave 09,PLAT-4008,,Shared Services 2026,3,5.5,In Progress,,,,,
PLAT-700975,400975,Story,Release readiness story for Scale Rows - Platform Services - Kubernetes platform upgrade wave 09,PLAT-4008,,Shared Services 2026,5,0.5,To Do,,,,,
PLAT-700976,400976,Task,Discovery task for Scale Rows - Platform Services - Shared logging wave 28,PLAT-4027,,Platform Q1,2,4h 30m,In Progress,,,,,
PLAT-700977,400977,Bug,Implementation bug for Scale Rows - Platform Services - Shared logging wave 28,PLAT-4027,,Platform Q1,3,6,Done,Done,,,,
PLAT-700978,400978,Story,Validation story for Scale Rows - Platform Services - Shared logging wave 28,PLAT-4027,,Platform Q1,5,1,In Progress,,,,,
PLAT-700979,400979,Task,Documentation task for Scale Rows - Platform Services - Shared logging wave 28,PLAT-4027,,Platform Q1,8,2.5,To Do,,,,,
PLAT-700980,400980,Bug,Release readiness bug for Scale Rows - Platform Services - Shared logging wave 28,PLAT-4027,,Platform Q1,1,4,Done,Done,,,,
PLAT-700981,400981,Story,Stakeholder review story for Scale Rows - Platform Services - Shared logging wave 28,PLAT-4027,,Platform Q1,2,5.5,To Do,,,,,
PLAT-700982,400982,Task,Discovery task for Scale Rows - Platform Services - Secrets management wave 19,PLAT-4018,,Platform Q1,3,5h,Done,Done,,,,
PLAT-700983,400983,Bug,Implementation bug for Scale Rows - Platform Services - Secrets management wave 19,PLAT-4018,,Platform Q1,5,0,In Progress,,,,,
PLAT-700984,400984,Story,Validation story for Scale Rows - Platform Services - Secrets management wave 19,PLAT-4018,,Platform Q1,8,1.5,To Do,,,,,
PLAT-700985,400985,Task,Documentation task for Scale Rows - Platform Services - Secrets management wave 19,PLAT-4018,,Platform Q1,1,3,Done,Done,,,,
PLAT-700986,400986,Bug,Release readiness bug for Scale Rows - Platform Services - Secrets management wave 19,PLAT-4018,,Platform Q1,2,4.5,To Do,,,,,
PLAT-700987,400987,Story,Discovery story for Scale Rows - Platform Services - Build runner rotation wave 10,PLAT-4009,,Platform Q1,5,5h 30m,In Progress,,,,,
PLAT-700988,400988,Task,Implementation task for Scale Rows - Platform Services - Build runner rotation wave 10,PLAT-4009,,Platform Q1,8,0.5,To Do,,,,,
PLAT-700989,400989,Bug,Validation bug for Scale Rows - Platform Services - Build runner rotation wave 10,PLAT-4009,,Platform Q1,1,2,Done,Done,,,,
PLAT-700990,400990,Story,Documentation story for Scale Rows - Platform Services - Build runner rotation wave 10,PLAT-4009,,Platform Q1,2,3.5,To Do,,,,,
PLAT-700991,400991,Task,Release readiness task for Scale Rows - Platform Services - Build runner rotation wave 10,PLAT-4009,,Platform Q1,3,5,In Progress,,,,,
PLAT-700992,400992,Bug,Stakeholder review bug for Scale Rows - Platform Services - Build runner rotation wave 10,PLAT-4009,,Platform Q1,5,0,Done,Done,,,,
PLAT-700993,400993,Story,Discovery story for Scale Rows - Platform Services - Shared logging wave 20,PLAT-4019,,Platform Q2,2,3h,Done,Done,,,,
PLAT-700994,400994,Task,Implementation task for Scale Rows - Platform Services - Shared logging wave 20,PLAT-4019,,Platform Q2,3,4.5,To Do,,,,,
PLAT-700995,400995,Bug,Validation bug for Scale Rows - Platform Services - Shared logging wave 20,PLAT-4019,,Platform Q2,5,6,In Progress,,,,,
PLAT-700996,400996,Story,Documentation story for Scale Rows - Platform Services - Shared logging wave 20,PLAT-4019,,Platform Q2,8,1,Done,Done,,,,
PLAT-700997,400997,Task,Release readiness task for Scale Rows - Platform Services - Shared logging wave 20,PLAT-4019,,Platform Q2,1,2.5,In Progress,,,,,
PLAT-700998,400998,Bug,Stakeholder review bug for Scale Rows - Platform Services - Shared logging wave 20,PLAT-4019,,Platform Q2,2,4,To Do,,,,,
